 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
1,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,52224.931,193.759,1078.658,964.367,0.706,2.861,0.350,1.464,0,1,1201560,224.840,83.440,12308.569,1416.064,521.651,-0.282,-0.337,-1.117,-1.043,2.736,1.439E14,0.011,8.293E-5,1.530E-7,6.933E-8,6.882E-15,6.224E-10,-1.901E-15,5.040,3.466,1.574,75.617
2,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,75291.613,450.983,1067.119,1200.570,0.656,3.009,0.332,1.484,0,1,1704165,432.486,98.672,20393.876,1860.143,-179.593,0.340,-0.610,-1.119,-0.779,-0.555,5.856E14,0.013,1.183E-4,6.683E-7,2.240E-7,6.633E-14,1.300E-9,5.580E-14,5.261,3.533,1.728,69.431
3,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,191238.986,724.554,904.852,1709.312,0.823,1.218,0.821,1.170,0,1,1973445,630.418,290.529,8116.673,22646.418,5419.521,1.127,-0.310,0.352,-1.359,71.639,6.485E14,0.016,8.438E-5,1.969E-6,3.504E-7,-2.144E-13,-3.003E-9,1.968E-13,5.311,4.335,0.976,38.750
4,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,15383.798,58.657,1027.213,447.912,0.964,1.136,0.880,1.262,0,1,532185,66.086,124.192,1164.143,2324.164,-13.871,-0.181,-0.230,-1.116,-1.624,-89.315,716544080821.722,0.007,4.754E-6,8.557E-8,1.862E-8,-2.171E-16,-2.254E-11,7.111E-16,3.807,3.308,0.499,16.330
5,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,22621.465,212.991,994.039,523.048,1.000,1.803,0.555,1.539,0,1,807330,207.281,145.237,4380.492,1167.992,278.790,0.005,0.312,-1.448,-1.188,4.923,8.583E12,0.007,1.631E-5,1.441E-8,5.680E-10,6.200E-19,1.967E-12,1.502E-18,4.128,3.155,0.972,56.865
6,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,30934.957,488.004,949.085,616.080,1.000,1.244,0.804,1.412,0,1,1124550,486.853,205.687,4184.391,2892.138,266.580,0.158,-0.151,-1.434,-1.520,11.210,2.198E12,0.006,1.545E-6,2.335E-9,2.584E-9,-4.183E-18,2.249E-12,4.773E-18,3.594,3.305,0.289,43.893
7,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,37690.421,341.844,929.853,621.185,1.000,1.287,0.777,1.633,0,1,1217625,349.856,210.483,4454.318,3117.934,-234.285,-0.166,0.128,-1.330,-1.430,-9.661,2.442E12,0.006,1.353E-6,2.707E-9,1.396E-9,-6.540E-19,1.154E-12,2.632E-18,3.564,3.291,0.273,35.745
8,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,22271.948,115.631,907.736,518.658,1.000,1.436,0.696,1.461,0,1,947580,112.047,239.536,1741.878,3507.085,383.856,0.152,-0.088,-1.536,-1.481,78.248,3.511E12,0.006,4.127E-6,2.378E-9,4.634E-10,1.155E-19,8.451E-13,-4.725E-19,3.601,3.046,0.555,53.121
9,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,24010.745,41.348,822.396,709.495,0.599,3.594,0.278,1.379,0,1,664785,46.580,311.510,393.172,9121.831,-706.569,0.041,0.086,-0.827,-1.322,-85.402,5.198E13,0.014,1.769E-4,2.802E-7,4.128E-8,-1.731E-16,-7.757E-11,-4.435E-15,5.467,3.082,2.385,75.868
10,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,24115.924,232.944,859.417,504.419,1.000,1.012,0.988,1.475,0,1,848130,226.626,293.495,2478.919,2677.659,33.082,0.103,-0.178,-1.477,-1.375,80.793,37211861375.759,0.006,6.099E-8,1.543E-8,1.310E-9,5.671E-18,2.406E-13,1.580E-18,3.342,3.283,0.059,25.577
11,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,64931.185,404.587,790.183,901.678,1.000,1.730,0.578,1.563,0,1,1752105,410.564,351.022,11502.803,3942.794,-502.462,0.071,0.021,-1.458,-1.441,-3.786,1.019E14,0.009,1.895E-5,2.011E-8,6.458E-9,6.765E-17,1.705E-11,-2.898E-17,4.399,3.619,0.781,55.124
12,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,74142.740,95.437,655.801,1006.015,0.921,2.056,0.486,1.482,0,1,1914285,115.888,495.955,3115.992,16752.041,137.385,-0.488,-0.135,-1.208,-1.498,89.423,3.561E14,0.010,5.076E-5,1.816E-8,2.257E-8,3.580E-16,6.802E-11,2.839E-16,4.810,3.596,1.214,65.791
13,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,52919.340,237.512,656.763,885.299,0.848,1.490,0.671,1.332,0,1,1612365,238.062,498.388,3666.356,9188.356,4.183,0.036,-0.103,-1.606,-1.494,89.957,4.917E13,0.008,1.173E-5,4.852E-9,1.333E-9,3.315E-18,4.565E-12,-7.153E-19,4.191,3.528,0.663,56.291
14,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,27476.550,511.323,694.024,564.786,1.000,1.505,0.664,1.628,0,1,1055955,521.545,462.299,1915.849,3528.402,-699.369,-0.312,-0.166,-1.284,-1.063,-69.531,4.812E12,0.005,4.087E-6,1.496E-8,5.972E-10,1.486E-18,1.123E-12,9.879E-19,3.524,2.926,0.598,62.545
15,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,41796.311,663.253,661.090,666.991,1.000,1.076,0.930,1.579,0,1,1236240,661.178,489.514,5050.925,4167.062,1106.177,0.007,-0.134,-1.500,-1.384,34.111,7.017E12,0.007,3.714E-6,8.579E-9,2.481E-10,-2.905E-19,4.770E-13,2.160E-19,3.910,3.529,0.382,49.023
16,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,39581.091,382.470,645.464,662.879,1.000,1.065,0.939,1.689,0,1,1199775,378.948,499.207,3870.143,3951.491,-785.039,0.044,0.041,-1.469,-1.328,-46.483,2.966E12,0.007,1.717E-6,3.912E-8,3.566E-9,7.253E-18,3.741E-12,-4.149E-17,3.649,3.355,0.294,47.594
17,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,104291.979,770.951,494.014,1566.418,0.534,1.133,0.883,1.310,0,1,2432445,751.736,646.451,7048.300,11158.071,-813.004,0.184,0.284,-1.100,-1.048,-79.207,4.752E13,0.007,3.301E-6,4.193E-8,2.162E-8,3.346E-16,-1.513E-11,5.583E-16,3.898,3.540,0.357,43.555
18,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,23024.379,629.117,577.191,491.870,1.000,1.280,0.782,1.861,0,1,832575,629.197,573.016,3011.815,1569.128,1191.938,0.028,-0.073,-1.300,-1.148,29.409,6.464E12,0.006,1.120E-5,5.946E-9,6.558E-10,1.155E-18,1.177E-12,-5.861E-19,3.826,2.807,1.019,68.539
19,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,128488.809,472.138,459.638,1205.162,1.000,1.072,0.933,1.525,0,1,2653530,470.487,673.372,15099.873,13514.187,-1253.767,0.059,0.228,-1.467,-1.471,-28.846,2.336E13,0.011,1.250E-6,5.322E-8,3.283E-9,4.212E-17,3.525E-13,-1.046E-17,4.253,4.103,0.150,19.529
20,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,7828.747,137.747,541.613,291.186,1.000,1.340,0.746,1.520,0,1,479910,141.823,606.533,581.845,1001.657,-82.715,-0.083,-0.177,-1.416,-1.221,-79.246,97714350240.308,0.003,8.841E-7,1.955E-9,3.362E-10,2.563E-19,2.595E-13,-9.265E-20,2.764,2.341,0.423,53.064
21,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,11272.128,797.394,531.516,401.756,0.878,2.385,0.419,1.549,0,1,627045,798.317,615.873,2546.431,533.095,314.069,0.015,0.045,-1.278,-1.554,8.664,2.789E12,0.005,1.131E-5,1.809E-10,9.659E-11,-1.001E-20,3.237E-13,7.928E-21,3.729,2.519,1.209,70.327
22,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,273994.804,256.262,267.801,2069.862,0.804,1.047,0.955,1.347,0,1,2940150,287.740,791.306,23898.616,18123.645,14949.348,-0.081,0.545,-1.376,-0.381,39.534,2.726E15,0.014,1.073E-4,6.480E-7,2.004E-7,6.279E-14,1.263E-9,-3.570E-14,5.304,3.980,1.323,48.760
23,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,73019.758,224.530,412.760,937.498,1.000,1.354,0.739,1.385,0,1,1676115,212.609,724.065,10299.574,6951.090,1109.307,0.237,0.169,-1.399,-1.538,16.764,2.704E13,0.010,5.743E-6,1.112E-8,3.051E-8,5.335E-16,6.182E-11,-1.764E-16,4.346,4.003,0.342,39.503
24,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,55614.683,578.874,292.081,908.039,0.848,1.767,0.566,1.576,0,1,1543770,577.478,855.224,9128.052,2790.522,-1979.292,0.053,-0.075,-1.205,-1.096,-15.995,8.620E13,0.008,2.343E-5,4.964E-9,1.973E-10,1.597E-19,1.955E-13,-1.124E-19,4.331,3.269,1.062,67.771
25,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,17707.202,870.475,269.484,484.561,0.948,1.627,0.615,1.330,0,1,637245,856.025,881.857,1001.719,3085.030,-33.198,0.376,-0.257,-1.263,-1.411,-89.087,2.769E12,0.006,1.070E-5,1.204E-8,1.285E-8,1.173E-16,1.842E-11,-1.084E-16,3.956,3.144,0.812,52.930
26,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,55396.467,702.919,254.820,969.167,0.741,1.829,0.547,1.375,0,1,1664130,713.863,899.749,10200.465,3198.472,-662.915,-0.193,-0.072,-1.304,-1.354,-5.361,8.451E13,0.008,1.834E-5,7.863E-8,1.597E-9,4.561E-18,4.271E-12,1.730E-17,4.305,3.449,0.855,61.069
27,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,5658.140,893.072,206.500,271.045,0.968,1.618,0.618,1.491,0,1,248115,888.139,946.016,200.793,957.350,-155.377,-0.044,-0.098,-1.179,-1.397,-78.835,165975410785.563,0.005,1.087E-5,4.350E-8,5.209E-9,-4.590E-17,-8.014E-12,-6.358E-17,3.674,2.405,1.269,54.068
28,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,90097.507,707.246,104.572,1250.799,0.724,2.060,0.485,1.196,0,1,1568505,712.221,999.424,24400.108,2999.990,-228.628,-0.248,0.986,-1.613,-0.296,-0.612,7.186E14,0.017,1.862E-4,3.764E-7,3.726E-7,1.274E-13,2.925E-9,5.708E-14,5.640,4.127,1.513,62.310
29,AVG_File_118_10-14-2019_DYM_12_8_Chat_YFP_Pr_1_GFP-g_CalB-r_Hu-b_63x.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,9896.486,885.620,106.736,369.497,0.911,1.805,0.554,1.342,0,1,399585,875.490,1030.246,391.348,2262.565,181.865,0.519,0.267,-0.803,-1.480,84.500,1.452E12,0.007,2.276E-5,6.333E-8,1.606E-8,1.280E-16,2.466E-11,4.961E-16,4.193,2.888,1.304,60.644
