 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
1,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,43198.919,67.160,605.192,853.766,0.745,2.506,0.399,1.329,0,1,251430,82.630,190.374,668.118,10371.932,148.008,-0.115,-0.184,-0.352,-1.249,89.126,2.370E13,0.044,0.001,1.971E-5,3.432E-6,7.744E-12,5.347E-9,2.714E-11,7.047,5.066,1.981,71.032
2,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,61240.607,180.350,643.676,807.036,1.000,1.037,0.964,1.671,0,1,405450,176.070,150.368,5765.644,6076.652,1678.262,-0.027,-0.368,-1.372,-1.200,47.647,4.607E12,0.029,6.912E-5,6.233E-7,6.077E-7,3.696E-13,3.575E-9,5.726E-14,5.910,5.487,0.422,60.360
3,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,89896.391,359.946,651.977,1123.300,0.895,1.622,0.617,1.380,0,1,505665,388.506,143.512,15656.827,6129.964,179.854,-0.266,-0.375,-1.505,-1.404,1.081,4.596E13,0.043,3.555E-4,1.269E-5,5.097E-6,2.326E-12,-1.528E-8,-4.092E-11,6.633,5.956,0.677,49.727
4,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,50018.363,633.112,679.143,809.374,0.959,1.525,0.656,1.782,0,1,310590,601.799,111.205,6274.795,2284.756,2365.882,0.265,-0.386,-1.228,-0.981,24.930,1.190E13,0.028,3.971E-4,4.850E-6,3.600E-7,4.450E-13,7.168E-9,-1.680E-13,6.250,4.931,1.319,59.569
5,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,38092.309,572.744,645.940,626.020,1.000,1.310,0.764,1.915,0,1,372045,564.810,135.285,2939.521,4907.692,1081.129,0.336,-0.078,-1.295,-1.399,66.155,3.181E12,0.021,6.176E-5,1.335E-6,2.352E-8,4.151E-15,1.836E-10,-3.831E-16,5.536,4.971,0.565,62.021
6,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,31202.256,693.480,550.106,601.962,1.000,1.291,0.774,1.469,0,1,259080,681.916,215.598,1906.826,4354.396,396.549,0.544,0.252,-0.908,-1.439,81.023,1.715E12,0.024,9.862E-5,8.145E-7,1.178E-6,9.620E-13,3.948E-9,6.360E-13,5.772,5.142,0.630,42.744
7,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,8163.288,421.069,526.713,271.150,1.000,1.143,0.875,1.675,0,1,135660,419.278,243.374,948.298,705.280,-112.861,0.054,-0.033,-1.476,-1.394,-21.443,14923723416.342,0.012,5.978E-6,8.692E-8,1.049E-8,-2.485E-16,-2.056E-11,-1.963E-16,4.551,4.258,0.293,36.136
8,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,82509.799,569.725,423.332,951.957,1.000,1.183,0.845,1.489,0,1,544425,571.042,340.934,10815.992,7927.030,3004.386,0.013,0.106,-1.409,-1.424,32.161,2.420E13,0.034,1.500E-4,1.538E-6,3.421E-7,2.038E-13,3.958E-9,1.416E-13,6.225,5.688,0.537,53.802
9,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,42993.926,162.240,430.124,683.067,1.000,1.289,0.776,1.576,0,1,381990,177.073,338.550,3532.348,5674.112,1216.773,-0.285,0.012,-1.443,-1.417,65.675,4.014E12,0.024,7.202E-5,1.084E-6,1.459E-8,-1.555E-15,1.107E-10,9.741E-16,5.706,5.176,0.531,48.531
10,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,46938.908,327.498,424.842,775.262,0.981,1.258,0.795,1.270,0,1,421260,320.060,345.620,4721.373,7202.614,22.834,0.109,-0.018,-1.622,-1.603,89.473,2.594E12,0.028,3.470E-5,7.507E-8,5.743E-8,-2.471E-15,-3.368E-10,2.849E-15,5.776,5.471,0.305,38.598
11,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,15880.147,739.511,342.590,563.659,0.628,3.952,0.253,1.403,0,1,172125,730.084,419.793,237.231,6694.249,40.034,0.864,0.133,-0.284,-1.440,89.645,7.178E12,0.040,0.001,6.548E-6,1.871E-6,4.465E-12,1.561E-8,4.787E-12,6.962,4.551,2.410,75.965
12,MAX_File_120_10-30-2018_DYM_13_6_Chat_3BYFP_DS_GFP-g_Calb-r_CalR-b...hat_YFP DS GFP-g Calb-r CalR-b SP-m003_ProjMax001_AdjustClr001-watershed-lines.tif,70832.015,108.663,281.467,969.084,0.948,1.542,0.648,1.284,0,1,353940,132.943,515.393,3977.668,13887.112,255.993,-0.521,-0.278,-0.922,-1.511,88.521,3.485E13,0.050,7.860E-4,3.849E-5,1.240E-5,2.032E-11,-6.507E-8,2.703E-10,6.975,6.071,0.903,49.327
